Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Transaction_Amount_Was_Missing,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend,Is_Weekend,Transaction_Amount_Log,Total_Transactions,Avg_Transaction_Amount,Avg_Satisfaction_Score,Recommend_Ratio
649,2023-01-01 16:00:00,2561.0,Bill Payment,0,9.0,Very satisfied,3,True,7.848543482456679,121,18004.545454545456,5.545454545454546,0.3
649,2023-01-01 16:00:00,2561.0,Bill Payment,0,6.0,Very satisfied,9,True,7.848543482456679,121,18004.545454545456,5.545454545454546,0.9
649,2023-01-01 16:00:00,2561.0,Bill Payment,0,6.0,Needs improvement,6,True,7.848543482456679,121,18004.545454545456,5.545454545454546,0.6
649,2023-01-01 16:00:00,2561.0,Bill Payment,0,7.0,Good service,9,True,7.848543482456679,121,18004.545454545456,5.545454545454546,0.9
649,2023-01-01 16:00:00,2561.0,Bill Payment,0,1.0,Needs improvement,2,True,7.848543482456679,121,18004.545454545456,5.545454545454546,0.2
649,2023-01-01 16:00:00,2561.0,Bill Payment,0,6.0,Very satisfied,1,True,7.848543482456679,121,18004.545454545456,5.545454545454546,0.1
649,2023-01-01 16:00:00,2561.0,Bill Payment,0,4.0,Very satisfied,1,True,7.848543482456679,121,18004.545454545456,5.545454545454546,0.1
340,2023-01-01 17:00:00,1962.0,Bill Payment,0,5.0,Good service,9,True,7.5822291942764615,25,2682.8,7.0,0.9
340,2023-01-01 17:00:00,1962.0,Bill Payment,0,5.0,Very satisfied,4,True,7.5822291942764615,25,2682.8,7.0,0.4
340,2023-01-01 17:00:00,1962.0,Bill Payment,0,9.0,Good service,10,True,7.5822291942764615,25,2682.8,7.0,1.0
340,2023-01-01 17:00:00,1962.0,Bill Payment,0,8.0,Unsatisfactory,3,True,7.5822291942764615,25,2682.8,7.0,0.3
340,2023-01-01 17:00:00,1962.0,Bill Payment,0,8.0,Unsatisfactory,7,True,7.5822291942764615,25,2682.8,7.0,0.7
301,2023-01-01 18:00:00,1705.0,Investment,0,7.0,Needs improvement,8,True,7.441906728051625,25,3857.4,4.8,0.8
301,2023-01-01 18:00:00,1705.0,Investment,0,5.0,Excellent,10,True,7.441906728051625,25,3857.4,4.8,1.0
301,2023-01-01 18:00:00,1705.0,Investment,0,6.0,Unsatisfactory,8,True,7.441906728051625,25,3857.4,4.8,0.8
301,2023-01-01 18:00:00,1705.0,Investment,0,4.0,Good service,10,True,7.441906728051625,25,3857.4,4.8,1.0
301,2023-01-01 18:00:00,1705.0,Investment,0,2.0,Unsatisfactory,3,True,7.441906728051625,25,3857.4,4.8,0.3
480,2023-01-01 19:00:00,964.0,Loan Payment,0,2.0,Unsatisfactory,3,True,6.872128101338986,28,2121.75,5.285714285714286,0.3
480,2023-01-01 19:00:00,964.0,Loan Payment,0,5.0,Good service,7,True,6.872128101338986,28,2121.75,5.285714285714286,0.7
480,2023-01-01 19:00:00,964.0,Loan Payment,0,7.0,Unsatisfactory,5,True,6.872128101338986,28,2121.75,5.285714285714286,0.5
480,2023-01-01 19:00:00,964.0,Loan Payment,0,6.0,Very satisfied,10,True,6.872128101338986,28,2121.75,5.285714285714286,1.0
480,2023-01-01 19:00:00,964.0,Loan Payment,0,6.0,Needs improvement,10,True,6.872128101338986,28,2121.75,5.285714285714286,1.0
480,2023-01-01 19:00:00,964.0,Loan Payment,0,6.0,Needs improvement,4,True,6.872128101338986,28,2121.75,5.285714285714286,0.4
480,2023-01-01 19:00:00,964.0,Loan Payment,0,5.0,Unsatisfactory,3,True,6.872128101338986,28,2121.75,5.285714285714286,0.3
834,2023-01-01 20:00:00,3301.0,Purchase,0,6.0,Unsatisfactory,3,True,8.102283624480073,16,2728.340808080808,6.0,0.3
834,2023-01-01 20:00:00,3301.0,Purchase,0,6.0,Good service,2,True,8.102283624480073,16,2728.340808080808,6.0,0.2
544,2023-01-01 21:00:00,366.0,Bill Payment,0,5.0,Good service,5,True,5.905361848054571,25,2033.8,4.6,0.5
544,2023-01-01 21:00:00,366.0,Bill Payment,0,5.0,Good service,9,True,5.905361848054571,25,2033.8,4.6,0.9
544,2023-01-01 21:00:00,366.0,Bill Payment,0,3.0,Very satisfied,10,True,5.905361848054571,25,2033.8,4.6,1.0
544,2023-01-01 21:00:00,366.0,Bill Payment,0,5.0,Unsatisfactory,6,True,5.905361848054571,25,2033.8,4.6,0.6
544,2023-01-01 21:00:00,366.0,Bill Payment,0,5.0,Excellent,5,True,5.905361848054571,25,2033.8,4.6,0.5
557,2023-01-01 22:00:00,3605.0,Investment,0,2.0,Very satisfied,7,True,8.190354403763262,24,2478.125,3.3333333333333335,0.7
557,2023-01-01 22:00:00,3605.0,Investment,0,7.0,Good service,5,True,8.190354403763262,24,2478.125,3.3333333333333335,0.5
557,2023-01-01 22:00:00,3605.0,Investment,0,1.0,Good service,6,True,8.190354403763262,24,2478.125,3.3333333333333335,0.6
265,2023-01-01 23:00:00,978.0,Purchase,0,2.0,Needs improvement,6,True,6.88653164253051,15,2182.4,5.0,0.6
265,2023-01-01 23:00:00,978.0,Purchase,0,9.0,Good service,6,True,6.88653164253051,15,2182.4,5.0,0.6
265,2023-01-01 23:00:00,978.0,Purchase,0,4.0,Excellent,6,True,6.88653164253051,15,2182.4,5.0,0.6
542,2023-01-02 00:00:00,251.0,Investment,0,9.0,Needs improvement,2,False,5.529429087511423,24,2378.715808080808,7.333333333333333,0.2
542,2023-01-02 00:00:00,251.0,Investment,0,8.0,Unsatisfactory,10,False,5.529429087511423,24,2378.715808080808,7.333333333333333,1.0
542,2023-01-02 00:00:00,251.0,Investment,0,5.0,Unsatisfactory,9,False,5.529429087511423,24,2378.715808080808,7.333333333333333,0.9
596,2023-01-02 01:00:00,3456.0,Purchase,0,2.0,Good service,2,False,8.148156439921625,30,2257.6666666666665,5.8,0.2
596,2023-01-02 01:00:00,3456.0,Purchase,0,4.0,Excellent,5,False,8.148156439921625,30,2257.6666666666665,5.8,0.5
596,2023-01-02 01:00:00,3456.0,Purchase,0,10.0,Very satisfied,1,False,8.148156439921625,30,2257.6666666666665,5.8,0.1
596,2023-01-02 01:00:00,3456.0,Purchase,0,5.0,Very satisfied,8,False,8.148156439921625,30,2257.6666666666665,5.8,0.8
596,2023-01-02 01:00:00,3456.0,Purchase,0,8.0,Good service,1,False,8.148156439921625,30,2257.6666666666665,5.8,0.1
166,2023-01-02 02:00:00,4244.0,Investment,0,2.0,Very satisfied,2,False,8.353497098745448,12,2326.5,3.6666666666666665,0.2
166,2023-01-02 02:00:00,4244.0,Investment,0,6.0,Needs improvement,10,False,8.353497098745448,12,2326.5,3.6666666666666665,1.0
166,2023-01-02 02:00:00,4244.0,Investment,0,3.0,Good service,8,False,8.353497098745448,12,2326.5,3.6666666666666665,0.8
316,2023-01-02 03:00:00,2154.0,Purchase,0,5.0,Very satisfied,2,False,7.675546002537848,48,2951.3333333333335,6.0,0.2
316,2023-01-02 03:00:00,2154.0,Purchase,0,5.0,Good service,9,False,7.675546002537848,48,2951.3333333333335,6.0,0.9
316,2023-01-02 03:00:00,2154.0,Purchase,0,3.0,Unsatisfactory,4,False,7.675546002537848,48,2951.3333333333335,6.0,0.4
316,2023-01-02 03:00:00,2154.0,Purchase,0,10.0,Excellent,1,False,7.675546002537848,48,2951.3333333333335,6.0,0.1
316,2023-01-02 03:00:00,2154.0,Purchase,0,10.0,Unsatisfactory,3,False,7.675546002537848,48,2951.3333333333335,6.0,0.3
316,2023-01-02 03:00:00,2154.0,Purchase,0,4.0,Good service,4,False,7.675546002537848,48,2951.3333333333335,6.0,0.4
316,2023-01-02 03:00:00,2154.0,Purchase,0,8.0,Unsatisfactory,2,False,7.675546002537848,48,2951.3333333333335,6.0,0.2
316,2023-01-02 03:00:00,2154.0,Purchase,0,3.0,Needs improvement,9,False,7.675546002537848,48,2951.3333333333335,6.0,0.9
1,2023-01-02 04:00:00,156.0,Loan Payment,0,10.0,Very satisfied,9,False,5.056245805348308,12,2806.0,8.5,0.9
1,2023-01-02 04:00:00,156.0,Loan Payment,0,7.0,Good service,9,False,5.056245805348308,12,2806.0,8.5,0.9
761,2023-01-02 05:00:00,552.0,Purchase,0,7.0,Good service,7,False,6.315358001522335,36,2029.2222222222222,5.75,0.7
761,2023-01-02 05:00:00,552.0,Purchase,0,5.0,Very satisfied,10,False,6.315358001522335,36,2029.2222222222222,5.75,1.0
761,2023-01-02 05:00:00,552.0,Purchase,0,5.0,Needs improvement,8,False,6.315358001522335,36,2029.2222222222222,5.75,0.8
761,2023-01-02 05:00:00,552.0,Purchase,0,6.0,Needs improvement,10,False,6.315358001522335,36,2029.2222222222222,5.75,1.0
261,2023-01-02 06:00:00,701.0,Purchase,0,5.0,Good service,9,False,6.553933404025811,40,2198.8,6.0,0.9
261,2023-01-02 06:00:00,701.0,Purchase,0,7.0,Good service,5,False,6.553933404025811,40,2198.8,6.0,0.5
261,2023-01-02 06:00:00,701.0,Purchase,0,8.0,Needs improvement,9,False,6.553933404025811,40,2198.8,6.0,0.9
261,2023-01-02 06:00:00,701.0,Purchase,0,8.0,Needs improvement,8,False,6.553933404025811,40,2198.8,6.0,0.8
261,2023-01-02 06:00:00,701.0,Purchase,0,2.0,Unsatisfactory,7,False,6.553933404025811,40,2198.8,6.0,0.7
261,2023-01-02 06:00:00,701.0,Purchase,0,3.0,Very satisfied,4,False,6.553933404025811,40,2198.8,6.0,0.4
261,2023-01-02 06:00:00,701.0,Purchase,0,5.0,Good service,6,False,6.553933404025811,40,2198.8,6.0,0.6
261,2023-01-02 06:00:00,701.0,Purchase,0,10.0,Needs improvement,2,False,6.553933404025811,40,2198.8,6.0,0.2
63,2023-01-02 07:00:00,3094.7264646464646,Purchase,0,8.0,Unsatisfactory,3,False,8.037777879594037,20,2284.181616161616,5.4,0.3
63,2023-01-02 07:00:00,3094.7264646464646,Purchase,0,5.0,Good service,9,False,8.037777879594037,20,2284.181616161616,5.4,0.9
63,2023-01-02 07:00:00,3094.7264646464646,Purchase,0,8.0,Good service,6,False,8.037777879594037,20,2284.181616161616,5.4,0.6
63,2023-01-02 07:00:00,3094.7264646464646,Purchase,0,4.0,Good service,3,False,8.037777879594037,20,2284.181616161616,5.4,0.3
63,2023-01-02 07:00:00,3094.7264646464646,Purchase,0,2.0,Unsatisfactory,5,False,8.037777879594037,20,2284.181616161616,5.4,0.5
483,2023-01-02 08:00:00,4060.0,Investment,0,10.0,Needs improvement,5,False,8.309184527686298,35,3194.285714285714,7.6,0.5
483,2023-01-02 08:00:00,4060.0,Investment,0,8.0,Very satisfied,7,False,8.309184527686298,35,3194.285714285714,7.6,0.7
483,2023-01-02 08:00:00,4060.0,Investment,0,10.0,Needs improvement,5,False,8.309184527686298,35,3194.285714285714,7.6,0.5
483,2023-01-02 08:00:00,4060.0,Investment,0,2.0,Good service,4,False,8.309184527686298,35,3194.285714285714,7.6,0.4
483,2023-01-02 08:00:00,4060.0,Investment,0,8.0,Good service,6,False,8.309184527686298,35,3194.285714285714,7.6,0.6
676,2023-01-02 09:00:00,4015.0,Bill Payment,0,10.0,Unsatisfactory,3,False,8.298041661371565,30,2796.6,7.5,0.3
676,2023-01-02 09:00:00,4015.0,Bill Payment,0,8.0,Unsatisfactory,2,False,8.298041661371565,30,2796.6,7.5,0.2
676,2023-01-02 09:00:00,4015.0,Bill Payment,0,10.0,Excellent,1,False,8.298041661371565,30,2796.6,7.5,0.1
676,2023-01-02 09:00:00,4015.0,Bill Payment,0,5.0,Needs improvement,9,False,8.298041661371565,30,2796.6,7.5,0.9
676,2023-01-02 09:00:00,4015.0,Bill Payment,0,3.0,Good service,3,False,8.298041661371565,30,2796.6,7.5,0.3
676,2023-01-02 09:00:00,4015.0,Bill Payment,0,9.0,Unsatisfactory,6,False,8.298041661371565,30,2796.6,7.5,0.6
321,2023-01-02 10:00:00,3369.0,Purchase,0,3.0,Good service,7,False,8.122668023346407,24,2707.6666666666665,4.25,0.7
321,2023-01-02 10:00:00,3369.0,Purchase,0,5.0,Unsatisfactory,4,False,8.122668023346407,24,2707.6666666666665,4.25,0.4
321,2023-01-02 10:00:00,3369.0,Purchase,0,1.0,Unsatisfactory,5,False,8.122668023346407,24,2707.6666666666665,4.25,0.5
321,2023-01-02 10:00:00,3369.0,Purchase,0,8.0,Unsatisfactory,7,False,8.122668023346407,24,2707.6666666666665,4.25,0.7
846,2023-01-02 11:00:00,2961.0,Purchase,0,8.0,Good service,3,False,7.993619994827744,24,2441.0,7.333333333333333,0.3
846,2023-01-02 11:00:00,2961.0,Purchase,0,7.0,Needs improvement,2,False,7.993619994827744,24,2441.0,7.333333333333333,0.2
846,2023-01-02 11:00:00,2961.0,Purchase,0,1.0,Excellent,6,False,7.993619994827744,24,2441.0,7.333333333333333,0.6
846,2023-01-02 11:00:00,2961.0,Purchase,0,8.0,Very satisfied,2,False,7.993619994827744,24,2441.0,7.333333333333333,0.2
846,2023-01-02 11:00:00,2961.0,Purchase,0,10.0,Needs improvement,10,False,7.993619994827744,24,2441.0,7.333333333333333,1.0
846,2023-01-02 11:00:00,2961.0,Purchase,0,10.0,Needs improvement,3,False,7.993619994827744,24,2441.0,7.333333333333333,0.3
201,2023-01-02 12:00:00,739.0,Loan Payment,0,6.0,Needs improvement,6,False,6.606650186198215,30,1523.6,5.333333333333333,0.6
201,2023-01-02 12:00:00,739.0,Loan Payment,0,3.0,Unsatisfactory,6,False,6.606650186198215,30,1523.6,5.333333333333333,0.6
201,2023-01-02 12:00:00,739.0,Loan Payment,0,6.0,Unsatisfactory,10,False,6.606650186198215,30,1523.6,5.333333333333333,1.0
201,2023-01-02 12:00:00,739.0,Loan Payment,0,2.0,Very satisfied,6,False,6.606650186198215,30,1523.6,5.333333333333333,0.6
201,2023-01-02 12:00:00,739.0,Loan Payment,0,5.0,Excellent,10,False,6.606650186198215,30,1523.6,5.333333333333333,1.0
201,2023-01-02 12:00:00,739.0,Loan Payment,0,10.0,Unsatisfactory,8,False,6.606650186198215,30,1523.6,5.333333333333333,0.8
222,2023-01-02 13:00:00,4509.0,Purchase,0,4.0,Unsatisfactory,4,False,8.414052432496725,48,3859.0,6.0,0.4
222,2023-01-02 13:00:00,4509.0,Purchase,0,7.0,Very satisfied,7,False,8.414052432496725,48,3859.0,6.0,0.7
222,2023-01-02 13:00:00,4509.0,Purchase,0,8.0,Good service,3,False,8.414052432496725,48,3859.0,6.0,0.3
222,2023-01-02 13:00:00,4509.0,Purchase,0,4.0,Very satisfied,7,False,8.414052432496725,48,3859.0,6.0,0.7
222,2023-01-02 13:00:00,4509.0,Purchase,0,8.0,Good service,8,False,8.414052432496725,48,3859.0,6.0,0.8
222,2023-01-02 13:00:00,4509.0,Purchase,0,5.0,Unsatisfactory,8,False,8.414052432496725,48,3859.0,6.0,0.8
222,2023-01-02 13:00:00,4509.0,Purchase,0,9.0,Unsatisfactory,2,False,8.414052432496725,48,3859.0,6.0,0.2
222,2023-01-02 13:00:00,4509.0,Purchase,0,3.0,Unsatisfactory,1,False,8.414052432496725,48,3859.0,6.0,0.1
152,2023-01-02 14:00:00,2565.0,Loan Payment,0,10.0,Needs improvement,7,False,7.850103545175582,28,3256.5714285714284,6.5,0.7
152,2023-01-02 14:00:00,2565.0,Loan Payment,0,4.0,Very satisfied,1,False,7.850103545175582,28,3256.5714285714284,6.5,0.1
152,2023-01-02 14:00:00,2565.0,Loan Payment,0,8.0,Unsatisfactory,4,False,7.850103545175582,28,3256.5714285714284,6.5,0.4
152,2023-01-02 14:00:00,2565.0,Loan Payment,0,4.0,Very satisfied,8,False,7.850103545175582,28,3256.5714285714284,6.5,0.8
644,2023-01-02 15:00:00,1160.0,Purchase,0,5.0,Unsatisfactory,5,False,7.057036981697891,24,2458.6666666666665,5.75,0.5
644,2023-01-02 15:00:00,1160.0,Purchase,0,6.0,Good service,6,False,7.057036981697891,24,2458.6666666666665,5.75,0.6
644,2023-01-02 15:00:00,1160.0,Purchase,0,4.0,Very satisfied,10,False,7.057036981697891,24,2458.6666666666665,5.75,1.0
644,2023-01-02 15:00:00,1160.0,Purchase,0,8.0,Very satisfied,10,False,7.057036981697891,24,2458.6666666666665,5.75,1.0
626,2023-01-02 16:00:00,1745.0,Investment,0,8.0,Good service,2,False,7.465082736399547,56,2617.8180663780663,5.875,0.2
